anchor,positive,negative
How many consecutive baseball games did Lou Gehrig play ?,Ripken is more than halfway to Lou Gehrig 's record of <num> consecutive games .,Another part of the race to catch up with Japan is the time and investment needed to design and launch new cars .
How many consecutive baseball games did Lou Gehrig play ?,"It took <num> years , <num> games and an incurable illness to put Gehrig back on the bench .","HURRICANE Andrew , claimed to be the costliest natural disaster in US history , yesterday smashed its way through the state of Louisiana , inflicting severe damage on rural communities but narrowly missing the low-lying city of New Orleans ."
How many consecutive baseball games did Lou Gehrig play ?,"It took <num> years , <num> games and an incurable illness to put Gehrig back on the bench .",There was Joe DiMaggio 's <num> -game hitting streak .
How many consecutive baseball games did Lou Gehrig play ?,"It took <num> years , <num> games and an incurable illness to put Gehrig back on the bench .",You recall that brouhaha : film pilloried by agit-gays right up to Oscar time for its picture of a -LRB- seemingly -RRB- homosexual serial killer .
How many consecutive baseball games did Lou Gehrig play ?,"It took <num> years , <num> games and an incurable illness to put Gehrig back on the bench .","Rowland Crone , president of the New Zealand Manufacturers ' Federation , says action on these issues is a priority and would further strengthen CER trade and economic ties ."
How many consecutive baseball games did Lou Gehrig play ?,"It took <num> years , <num> games and an incurable illness to put Gehrig back on the bench .","If more is required , she takes them to a place where she has seen miracles worked : the Shoe Doctor on West 3rd Street in Los Angeles ."
How many consecutive baseball games did Lou Gehrig play ?,But it is his <num> consecutive games played that is considered one of baseball 's unbreakable records .,"William Chace , president of Wesleyan University in Middletown , Conn. , sent students a letter about racial relations on campus and the film `` Mississippi Burning '' about the <num> murders of civil rights activists ."
How many consecutive baseball games did Lou Gehrig play ?,But it is his <num> consecutive games played that is considered one of baseball 's unbreakable records .,"On the whole these messages did not reflect the actual state of the distressed submarine , and disoriented the Northern Fleet 's command post ."
How many consecutive baseball games did Lou Gehrig play ?,But it is his <num> consecutive games played that is considered one of baseball 's unbreakable records .,"In addition , there were scientists brought in from overseas , mostly Korean residents in foreign countries ."
How many consecutive baseball games did Lou Gehrig play ?,But it is his <num> consecutive games played that is considered one of baseball 's unbreakable records .,Scientologists believed Mayo was using stolen Hubbard teachings .
How many consecutive baseball games did Lou Gehrig play ?,But it is his <num> consecutive games played that is considered one of baseball 's unbreakable records .,The success of the company led to the decision to manufacture buses .
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago today : Lou Gehrig of the New York Yankees did not play against the Detroit Tigers at Briggs Stadium , thus ending his streak of <num> consecutive games played .","Most are made in column stills which produce a less pungent spirit than that made in Jamaica , and one which needs a longer process of maturation ."
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago today : Lou Gehrig of the New York Yankees did not play against the Detroit Tigers at Briggs Stadium , thus ending his streak of <num> consecutive games played .","In other words , the foundation has assumed the role of lobbyist for Dutch interests in matters relating to the Russian submarine ."
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago today : Lou Gehrig of the New York Yankees did not play against the Detroit Tigers at Briggs Stadium , thus ending his streak of <num> consecutive games played .","Whatever the case may be , North Korea 's demands concerning ICBM development technology are persistent and urgent . ''"
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago today : Lou Gehrig of the New York Yankees did not play against the Detroit Tigers at Briggs Stadium , thus ending his streak of <num> consecutive games played .","The agency put to the bloc last year <num> million hectares of state farm land , of which nearly <num> percent found customers ."
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago today : Lou Gehrig of the New York Yankees did not play against the Detroit Tigers at Briggs Stadium , thus ending his streak of <num> consecutive games played .","Today 's seminar was sponsored by China 's Ministry of Agriculture , Cargill Fertilizer and the Potash and Phosphate Institute of Canada ."
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago this week , Lou Gehrig ended a remarkable string of playing in <num> consecutive games , from June <num> , <num> to May <num> , <num> .","The other organization in the outreach effort is HealthMed Clinic , which administers Hubbard 's treatment from offices in Los Angeles and Sacramento and is run by Scientologists ."
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago this week , Lou Gehrig ended a remarkable string of playing in <num> consecutive games , from June <num> , <num> to May <num> , <num> .","European Community foreign ministers will discuss the full range of military and diplomatic options to end the fighting in Bosnia at Hindsgavl Castle , near Copenhagen , today ."
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago this week , Lou Gehrig ended a remarkable string of playing in <num> consecutive games , from June <num> , <num> to May <num> , <num> .","Later , China would exert a fateful , often hidden force in Nixon 's political rise ."
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago this week , Lou Gehrig ended a remarkable string of playing in <num> consecutive games , from June <num> , <num> to May <num> , <num> .",Whether Duke 's rhetoric and its success will carry over in other parts of the country remains to be seen .
How many consecutive baseball games did Lou Gehrig play ?,"Fifty years ago this week , Lou Gehrig ended a remarkable string of playing in <num> consecutive games , from June <num> , <num> to May <num> , <num> .","However , North Korea appeared satisfied by a 'confession ' signed by Mr Hall , which described the 'illegal intrusion ' as a 'criminal action ' and asked for forgiveness by Pyongyang ."
How many consecutive baseball games did Lou Gehrig play ?,Ripken is <num> games -- or more than five seasons -- way from Gehrig 's record of <num> .,"A manually started LOKh system is used on most submarines , and therefore the assertion of the authors of the remark that this was a peculiarity of the submarine `` Komsomolets '' is inconsistent with reality ."
How many consecutive baseball games did Lou Gehrig play ?,Ripken is <num> games -- or more than five seasons -- way from Gehrig 's record of <num> .,But the peculiar measure of broad money growth rates stressed by the Bundesbank paints a more alarming picture .
How many consecutive baseball games did Lou Gehrig play ?,Ripken is <num> games -- or more than five seasons -- way from Gehrig 's record of <num> .,"Addressing a news conference at the Japan National Press Club , Hashimoto said , `` there are still some murky points , as North Korea has not agreed to accept inspection of its two nuclear waste reprocessing facilities . ''"
How many consecutive baseball games did Lou Gehrig play ?,Ripken is <num> games -- or more than five seasons -- way from Gehrig 's record of <num> .,"AN advisory panel of the US Food and Drug Administration -LRB- FDA -RRB- yesterday recommended marketing approval for the drug Taxol to treat ovarian cancer which does not respond to standard treatment , writes Karen Zagor in New York ."
How many consecutive baseball games did Lou Gehrig play ?,Ripken is <num> games -- or more than five seasons -- way from Gehrig 's record of <num> .,"What Hubbard actually meant , according to the spokesmen , was that Scientology will not protect ex- members from people in the outside world who try to trick , sue or destroy them ."
How many consecutive baseball games did Lou Gehrig play ?,Lou stayed there for <num> consecutive games or <num> seasons .,"Nixon has `` one motivation , that of promoting Richard Nixon , good or bad . ''"
How many consecutive baseball games did Lou Gehrig play ?,Lou stayed there for <num> consecutive games or <num> seasons .,"And yet for large numbers of homeowners , air conditioning remains something of a mystery to be misunderstood and misused -- when it is n't being taken for granted , which is most of the time ."
How many consecutive baseball games did Lou Gehrig play ?,Lou stayed there for <num> consecutive games or <num> seasons .,"But as I ponder his recent success , I think there 's a way that Latinos can use Duke to their advantage this time ."
How many consecutive baseball games did Lou Gehrig play ?,Lou stayed there for <num> consecutive games or <num> seasons .,"In <num> , `` cannabis covers at least <num> ha in northern Morocco , '' says the OGD , which was given access to data acquired by the ministry 's Economic Statistics Service ."
How many consecutive baseball games did Lou Gehrig play ?,Lou stayed there for <num> consecutive games or <num> seasons .,This means that the number of people employed at the plant will decline to <num> .
How many consecutive baseball games did Lou Gehrig play ?,"In that time , he broke Lou Gehrig 's consecutive game record of <num> with <num> of his own , and even kept playing the day after a pitch struck him and broke his left collarbone .","Dr. Yi also noted that `` at any rate , the massive data thus gathered at the time must have been used for the nuclear development program . ''"
How many consecutive baseball games did Lou Gehrig play ?,"In that time , he broke Lou Gehrig 's consecutive game record of <num> with <num> of his own , and even kept playing the day after a pitch struck him and broke his left collarbone .","One of his more celebrated inventions , heard during those weird interludes in `` Star Trek `` movies , is the Blaster Beam ."
How many consecutive baseball games did Lou Gehrig play ?,"In that time , he broke Lou Gehrig 's consecutive game record of <num> with <num> of his own , and even kept playing the day after a pitch struck him and broke his left collarbone .","It is the international flavour of the Frankfurt office market , with demand dictated to a large extent by foreign financial institutions , which has driven the fall in rentals in the city ."
How many consecutive baseball games did Lou Gehrig play ?,"In that time , he broke Lou Gehrig 's consecutive game record of <num> with <num> of his own , and even kept playing the day after a pitch struck him and broke his left collarbone .","`` This dramatic change in the evolutionary cast of characters -LRB- between the Jurassic and Cretaceous -RRB- is one of the most profound crises in dinosaur development , '' Bakker said ."
How many consecutive baseball games did Lou Gehrig play ?,"In that time , he broke Lou Gehrig 's consecutive game record of <num> with <num> of his own , and even kept playing the day after a pitch struck him and broke his left collarbone .","<num> new jobs were available in January , <num> percent more than in January , and the total number of job vacancies grew by <num> to around <num> ."
How many consecutive baseball games did Lou Gehrig play ?,`` Lou had played in <num> consecutive games .,"According to a recent report of the Central Statistical Office , in late <num> there were <num> business organizations with legal personality , <num> percent more than a year before , in the country ."
How many consecutive baseball games did Lou Gehrig play ?,`` Lou had played in <num> consecutive games .,"They began <num> minutes after surfacing , and they went on throughout the entire time the submarine was on the surface. ''"
How many consecutive baseball games did Lou Gehrig play ?,`` Lou had played in <num> consecutive games .,"As a result , the regulations have attracted attention in banking circles in Hong Kong , Taiwan , Europe , and the United States , which are ready to apply to open branches in mainland China ."
How many consecutive baseball games did Lou Gehrig play ?,`` Lou had played in <num> consecutive games .,The company had turnover of HUF16.3 billion last year -LRB- HUF15.4 billion in <num> -RRB- and achieved a pre-tax profit of HUF300 million -LRB- HUF450 million in <num> -RRB- .
How many consecutive baseball games did Lou Gehrig play ?,`` Lou had played in <num> consecutive games .,"Such placement of panels is characteristic of all of the navy 's submarines , and it is not a peculiarity of the submarine `` Komsomolets '' ."
How many consecutive baseball games did Lou Gehrig play ?,Not since Lou Gehrig 's incredible <num> consecutive-game record ended <num> years ago has there been a streak of this duration .,This move encourages foreign-funded financial organizations to increase investment and buy premises .
How many consecutive baseball games did Lou Gehrig play ?,Not since Lou Gehrig 's incredible <num> consecutive-game record ended <num> years ago has there been a streak of this duration .,"Two other joint Bulgarian - Russian enterprises in Blagoevo and Mezhdurechensk will also shut down in mid-June , as it has become impossible to continue their self-financing and self- maintenance under the current Bulgarian - Russian agreement ."
How many consecutive baseball games did Lou Gehrig play ?,Not since Lou Gehrig 's incredible <num> consecutive-game record ended <num> years ago has there been a streak of this duration .,"These questions surrounding the North Korean nuclear issue have not been fully answered , although there has been a great deal of discussion dealing with hardware ."
How many consecutive baseball games did Lou Gehrig play ?,Not since Lou Gehrig 's incredible <num> consecutive-game record ended <num> years ago has there been a streak of this duration .,"The company said its difficult financial situation led to the decision to cut <num> jobs , almost <num> per cent of its workforce , by the end of next year ."
How many consecutive baseball games did Lou Gehrig play ?,Not since Lou Gehrig 's incredible <num> consecutive-game record ended <num> years ago has there been a streak of this duration .,"Powell served during the Reagan Administration as White House national security adviser , and was widely considered a moderate in the Reagan White House ."
What is the tallest building in Japan ?,"The Landmark Tower , the tallest building in Japan , is set amid <num> hectares of reclaimed land and disused docks , criss-crossed by empty new roads and abandoned railway tracks .","The car can travel a distance of <num> kilometers per recharge , which takes <num> hours and uses <num> Czech korunas-worth of electricity ."
What is the tallest building in Japan ?,"The Landmark Tower , the tallest building in Japan , is set amid <num> hectares of reclaimed land and disused docks , criss-crossed by empty new roads and abandoned railway tracks .","By studying the tapes , Allen said , she was able to capture McAuliffe 's `` rhythm '' -- how she walked , talked , stood and even how she held her head ."
What is the tallest building in Japan ?,"The Landmark Tower , the tallest building in Japan , is set amid <num> hectares of reclaimed land and disused docks , criss-crossed by empty new roads and abandoned railway tracks .","Finley , who did much of the scouting himself , helped round up a group that won a record five straight division championships for Oakland starting in <num> ."
What is the tallest building in Japan ?,"The Landmark Tower , the tallest building in Japan , is set amid <num> hectares of reclaimed land and disused docks , criss-crossed by empty new roads and abandoned railway tracks .",The provisional figure of <num> per cent for annualised growth for October was revised to <num> per cent .
What is the tallest building in Japan ?,"The Landmark Tower , the tallest building in Japan , is set amid <num> hectares of reclaimed land and disused docks , criss-crossed by empty new roads and abandoned railway tracks .","As for the `` consequences , '' the following needs to be said : The attack center of the `` Komsomolets '' did nothing to study the objective information on the course of events in the accident situation ."
What is the tallest building in Japan ?,The tallest building in earthquake-prone Japan is Tokyo 's <num> -story Sunshine City Building .,"There has never been a president in China , in the ROC , who has handed over power to another a person while he was still alive ."
What is the tallest building in Japan ?,The tallest building in earthquake-prone Japan is Tokyo 's <num> -story Sunshine City Building .,"When Scientology takes the offensive , L. Ron Hubbard 's writings provide the inspiration ."
What is the tallest building in Japan ?,The tallest building in earthquake-prone Japan is Tokyo 's <num> -story Sunshine City Building .,"After lay-offs in the initial period , the company has created <num> jobs ."
What is the tallest building in Japan ?,The tallest building in earthquake-prone Japan is Tokyo 's <num> -story Sunshine City Building .,"MS RIGOBERTA Menchu Tum , the Guatemalan Indian and human rights activist , yesterday won the <num> Nobel peace prize ."
What is the tallest building in Japan ?,The tallest building in earthquake-prone Japan is Tokyo 's <num> -story Sunshine City Building .,By Friday there had been <num> killings already this year in a city of only <num> .
Which country is Australia 's largest export market ?,"Japan remained Australia 's largest export market , accounting for almost a quarter of total merchandise exports worth <num> billion dollars .",Foreign Minister Squadron Leader Prasong Sunsiri said that no Thai cabinet ministers would meet the Taiwanese president either in their official or private capacities .
Which country is Australia 's largest export market ?,"Japan remained Australia 's largest export market , accounting for almost a quarter of total merchandise exports worth <num> billion dollars .","Before he had completed his voyage , Magellan became embroiled in a dispute with rowdy islanders who relieved him of his life ."
Which country is Australia 's largest export market ?,"Japan remained Australia 's largest export market , accounting for almost a quarter of total merchandise exports worth <num> billion dollars .","Robert Gallucci , assistant secretary of state for political and military affairs , says the United States hopes to resume working-level contacts with North Korea in New York this week ."
Which country is Australia 's largest export market ?,"Japan remained Australia 's largest export market , accounting for almost a quarter of total merchandise exports worth <num> billion dollars .","The report also indicates that North Korea 's threat to the security of Russia , the United States , and Japan is drastically growing ."
Which country is Australia 's largest export market ?,"Japan remained Australia 's largest export market , accounting for almost a quarter of total merchandise exports worth <num> billion dollars .","Magnetic levitation was power-saving , quiet , and safe ; Germany , moreover , still had five to <num> years ' lead over the United States and Japan in this technology ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Louisiana Republicans on Saturday endorsed a New Orleans state senator to challenge incumbent U.S. Sen. J. Bennett Johnston , decisively rejecting a bid by former Ku Klux Klan leader David Duke , who is now a state representative .","There are 2OO to <num> small firms selling cheap , mainly Taiwanese hardware ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Louisiana Republicans on Saturday endorsed a New Orleans state senator to challenge incumbent U.S. Sen. J. Bennett Johnston , decisively rejecting a bid by former Ku Klux Klan leader David Duke , who is now a state representative .","In describing the Org Board 's virtues , Scientology consultants omit Hubbard 's colorful account of its origins -- an account reminiscent of one of his science fiction tales ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Louisiana Republicans on Saturday endorsed a New Orleans state senator to challenge incumbent U.S. Sen. J. Bennett Johnston , decisively rejecting a bid by former Ku Klux Klan leader David Duke , who is now a state representative .","As of August <num> , Uniphonekad has issued <num> cards in Ho Chi Minh City , with an average of <num> cards per month ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Louisiana Republicans on Saturday endorsed a New Orleans state senator to challenge incumbent U.S. Sen. J. Bennett Johnston , decisively rejecting a bid by former Ku Klux Klan leader David Duke , who is now a state representative .",During the month <num> workers were made redundant in industry and <num> employees in the nonproduction sector .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Louisiana Republicans on Saturday endorsed a New Orleans state senator to challenge incumbent U.S. Sen. J. Bennett Johnston , decisively rejecting a bid by former Ku Klux Klan leader David Duke , who is now a state representative .",How do we explain such an abrupt change in the nature of messages from the distressed submarine ?
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Treen , <num> , and Duke , <num> , a former grand wizard of the klan , are in a runoff election Saturday to represent the nearly all-white district in Metairie , a New Orleans suburb .","The railway 's performance , once notoriously unreliable , has improved sharply in the past few months under a new management team headed by Sir Peter Levene , former head of defence procurement at the Ministry of Defence ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Treen , <num> , and Duke , <num> , a former grand wizard of the klan , are in a runoff election Saturday to represent the nearly all-white district in Metairie , a New Orleans suburb .","Two other joint Bulgarian - Russian enterprises in Blagoevo and Mezhdurechensk will also shut down in mid-June , as it has become impossible to continue their self-financing and self- maintenance under the current Bulgarian - Russian agreement ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Treen , <num> , and Duke , <num> , a former grand wizard of the klan , are in a runoff election Saturday to represent the nearly all-white district in Metairie , a New Orleans suburb .",Effective MS treatments could give the pharmaceutical industry a huge new market .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Treen , <num> , and Duke , <num> , a former grand wizard of the klan , are in a runoff election Saturday to represent the nearly all-white district in Metairie , a New Orleans suburb .",The trip will start in London on April <num> and finish there on April <num> .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Treen , <num> , and Duke , <num> , a former grand wizard of the klan , are in a runoff election Saturday to represent the nearly all-white district in Metairie , a New Orleans suburb .",This explosion damaged the submarine .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Former national Ku Klux Klan leader David Duke , running against a local businessman who received endorsements from President Bush and former President Ronald Reagan , captured a hotly contested seat in the Louisiana Legislature by <num> votes Saturday .","Mr Geoffrey Whalen , managing director , warned that profits would be 'clearly worse ' this year in the face of the continuing steep recession in the UK new car market ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Former national Ku Klux Klan leader David Duke , running against a local businessman who received endorsements from President Bush and former President Ronald Reagan , captured a hotly contested seat in the Louisiana Legislature by <num> votes Saturday .","At one extreme is wheat , with a vast amount of genetic material - six times more DNA than a human being - divided between <num> giant chromosomes ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Former national Ku Klux Klan leader David Duke , running against a local businessman who received endorsements from President Bush and former President Ronald Reagan , captured a hotly contested seat in the Louisiana Legislature by <num> votes Saturday .","By <num> , Fiat expects the Italian market alone to be absorbing <num> ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Former national Ku Klux Klan leader David Duke , running against a local businessman who received endorsements from President Bush and former President Ronald Reagan , captured a hotly contested seat in the Louisiana Legislature by <num> votes Saturday .","The Faustian pact backfired when two ex- Nazis and a former Klan activist showed up as Duke delegates to the convention that nominated Bagert , who was a Democrat until <num> ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Former national Ku Klux Klan leader David Duke , running against a local businessman who received endorsements from President Bush and former President Ronald Reagan , captured a hotly contested seat in the Louisiana Legislature by <num> votes Saturday .","The Romanian cars are going to be paid for in hard currency , the tires would be swapped for Vietnamese natural rubber and the drilling equipment for crude oil ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , who said he left the klan in <num> but still lists his home phone number as the New Orleans klan office , delivered a blow to local , state and national Republican leaders with the victory Saturday .","Then , District Attorney Evelle Younger kicked chief trial deputy Aaron Stovitz off the case for violating an order against news comments ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , who said he left the klan in <num> but still lists his home phone number as the New Orleans klan office , delivered a blow to local , state and national Republican leaders with the victory Saturday .",Li also said the government will take some disciplinary measures against China Airlines in connection with the Tuesday crash .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , who said he left the klan in <num> but still lists his home phone number as the New Orleans klan office , delivered a blow to local , state and national Republican leaders with the victory Saturday .",Informed sources said that a recent `` restricted publication '' circulating among high-ranking cadres ran a commentary on Li Teng- hui 's `` holiday diplomacy . ''
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , who said he left the klan in <num> but still lists his home phone number as the New Orleans klan office , delivered a blow to local , state and national Republican leaders with the victory Saturday .",The <num> million forint investment will be completed in the second half of <num> .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , who said he left the klan in <num> but still lists his home phone number as the New Orleans klan office , delivered a blow to local , state and national Republican leaders with the victory Saturday .","If his return is delayed further , it is likely to increase prospects that the new Republican -controlled US Congress will try to block implementation of the recent US nuclear accord with North Korea ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , a former grand wizard in the Ku Klux Klan , and home builder John Treen faced off Saturday for a seat in the Louisiana Legislature in an election peppered with charges of racism and extremism .","`` David Duke is not a Republican , '' Republican National Chairman Lee Atwater said in a statement released by the party Saturday night ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , a former grand wizard in the Ku Klux Klan , and home builder John Treen faced off Saturday for a seat in the Louisiana Legislature in an election peppered with charges of racism and extremism .",One explanation for Pyongyang 's rejection of the proposed talks could be that the US wants to discuss the pilot 's release through the military armistice commission which supervises the truce that ended the 1950-53 Korean war .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , a former grand wizard in the Ku Klux Klan , and home builder John Treen faced off Saturday for a seat in the Louisiana Legislature in an election peppered with charges of racism and extremism .","For the fiery , competitive Robinson , it would be his toughest battle ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , a former grand wizard in the Ku Klux Klan , and home builder John Treen faced off Saturday for a seat in the Louisiana Legislature in an election peppered with charges of racism and extremism .","`` The city of Washington has far overstepped its bounds in trying to put gun -LRB- firms that -RRB- make assault weapons out of business , '' Dykema said ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , a former grand wizard in the Ku Klux Klan , and home builder John Treen faced off Saturday for a seat in the Louisiana Legislature in an election peppered with charges of racism and extremism .","<num> -- Message received : A submarine is <num> km away , moving toward us at <num> knots ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The election returned the spotlight to Duke , who in the 1970s was photographed in a Nazi uniform and boldly removed the hood of his white robe to become an international spokesman for the klan .","Prakash Gole , head of the Ecological Society based in Poona , India , agreed with Harris that Siberian cranes may have been killed in Afghanistan ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The election returned the spotlight to Duke , who in the 1970s was photographed in a Nazi uniform and boldly removed the hood of his white robe to become an international spokesman for the klan .",'Most attention is focused on the discount rate or access to Lombard credits . '
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The election returned the spotlight to Duke , who in the 1970s was photographed in a Nazi uniform and boldly removed the hood of his white robe to become an international spokesman for the klan .","Karen Allen , best known for her starring role in `` Raiders of the Lost Ark , '' plays McAuliffe ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The election returned the spotlight to Duke , who in the 1970s was photographed in a Nazi uniform and boldly removed the hood of his white robe to become an international spokesman for the klan .",Some people prefer the Mississippi Queen with such modern amenities as cinema and pool .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The election returned the spotlight to Duke , who in the 1970s was photographed in a Nazi uniform and boldly removed the hood of his white robe to become an international spokesman for the klan .","A large number of the tariffs will be eliminated -- in the case of Mexican exports , <num> percent , while in the case of Costa Rican exports , <num> percent ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,David Duke 's opponent filed a court motion seeking to block the former Ku Klux Klan grand wizard from taking the Louisiana Legislature seat he won Saturday .,"Outside the Capitol , about <num> students -- both black and white -- chanted `` Do n't seat Duke , keep Duke out . ''"
Which former Ku Klux Klan member won an elected office in the U.S. ?,David Duke 's opponent filed a court motion seeking to block the former Ku Klux Klan grand wizard from taking the Louisiana Legislature seat he won Saturday .,"By keeping the workforce intact , Ryton retains its capacity to make <num> cars a year ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,David Duke 's opponent filed a court motion seeking to block the former Ku Klux Klan grand wizard from taking the Louisiana Legislature seat he won Saturday .,Other major research institutes are mostly lactated in the Yongbyon complex .
Which former Ku Klux Klan member won an elected office in the U.S. ?,David Duke 's opponent filed a court motion seeking to block the former Ku Klux Klan grand wizard from taking the Louisiana Legislature seat he won Saturday .,"Campanis , who three years ago was forced to resign as Dodger vice president /general manager as a result of his remarks about blacks , recalled vividly Robinson 's skills ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,David Duke 's opponent filed a court motion seeking to block the former Ku Klux Klan grand wizard from taking the Louisiana Legislature seat he won Saturday .,There was also a picture taken by Nixon and his wife on China 's Great Wall during one of their visits to China .
Which former Ku Klux Klan member won an elected office in the U.S. ?,Former Ku Klux Klan leader David Duke overcame two last-minute efforts to block him from taking his newly won seat in the Legislature today and was sworn in as a member of the Louisiana House .,"The US is to provide <num> tons of heavy fuel oil , valued at about Dollars 4.7m -LRB- Pounds 3m -RRB- , to North Korea by January <num> as part of the October accord ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,Former Ku Klux Klan leader David Duke overcame two last-minute efforts to block him from taking his newly won seat in the Legislature today and was sworn in as a member of the Louisiana House .,"Although Singer refused to be interviewed by The Times , he told Dynamic Chiropractic : `` Hubbard was a prolific writer and wrote on a multitude of subjects ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,Former Ku Klux Klan leader David Duke overcame two last-minute efforts to block him from taking his newly won seat in the Legislature today and was sworn in as a member of the Louisiana House .,The Indian delegation will include about <num> senior Indian Government officials and a group of Indian businessmen .
Which former Ku Klux Klan member won an elected office in the U.S. ?,Former Ku Klux Klan leader David Duke overcame two last-minute efforts to block him from taking his newly won seat in the Legislature today and was sworn in as a member of the Louisiana House .,U.S. President Bill Clinton said here today that he was `` deeply grateful '' to late former U.S. President Richard Nixon `` for his wise counsel on many occasions '' over the past year .
Which former Ku Klux Klan member won an elected office in the U.S. ?,Former Ku Klux Klan leader David Duke overcame two last-minute efforts to block him from taking his newly won seat in the Legislature today and was sworn in as a member of the Louisiana House .,"In <num> , Nixon was elected president of the United States over Democrat Hubert Humphrey and independent George Wallace and on <num> January <num> , he was sworn in as the 37th president of the country ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The national Republican Party leadership , spurred by chairman Lee Atwater , today cut all ties to former Ku Klux Klan leader David Duke , the newly elected Louisiana Republican state lawmaker .",The branch employs about <num> people .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The national Republican Party leadership , spurred by chairman Lee Atwater , today cut all ties to former Ku Klux Klan leader David Duke , the newly elected Louisiana Republican state lawmaker .","Former President Richard M. Nixon , speaking at a farewell banquet Wednesday evening , told his Chinese hosts that the June crackdown on pro-democracy protests `` will inevitably color American opinion and behavior toward China . ''"
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The national Republican Party leadership , spurred by chairman Lee Atwater , today cut all ties to former Ku Klux Klan leader David Duke , the newly elected Louisiana Republican state lawmaker .",Officials describe the violence as among the worst since India gained independence <num> years ago .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The national Republican Party leadership , spurred by chairman Lee Atwater , today cut all ties to former Ku Klux Klan leader David Duke , the newly elected Louisiana Republican state lawmaker .","It is a question that relations with that country should take on a new , broader outlook , more in accordance with the international situation , Figueres said ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"The national Republican Party leadership , spurred by chairman Lee Atwater , today cut all ties to former Ku Klux Klan leader David Duke , the newly elected Louisiana Republican state lawmaker .","Later , Committee Chairman Sam Nunn -LRB- D -Ga . -RRB-"
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , a former member of the American Nazi Party and the Ku Klux Klan , was elected this month to the Louisiana Legislature as a member of the Republican Party .","But parents , staff physicians , nutritionists and health groups nationwide question whether a fast-food restaurant -- which offers foods high in calories and cholesterol along with salads and bran muffins -- is appropriate in a hospital for children ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , a former member of the American Nazi Party and the Ku Klux Klan , was elected this month to the Louisiana Legislature as a member of the Republican Party .","Sir Edward Heath , who was Britain 's prime minister in 1970-74 , hailed Mr Nixon 's diplomatic skills ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , a former member of the American Nazi Party and the Ku Klux Klan , was elected this month to the Louisiana Legislature as a member of the Republican Party .",The Indian delegation will include about <num> senior Indian Government officials and a group of Indian businessmen .
